Numero_Linha_Original,Problema,Conteudo_Linha
358677,"Esperava 91 colunas, encontrou 93","['OI', '10283440/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948185228', '000000161115349', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:00:12', '', '19/03/2025 14:15:46', '19/03/2025 14:15:31', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283440/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', '', '', '1440', '60', '2880', '120', '0', '0,00', 'LPD/IP/00511', '', 'TAD', 'LPD', 'MG', 'LEOPOLDINA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLC ', ' NET ', ' \xa0LPD/IP/00511', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358732,"Esperava 91 colunas, encontrou 93","['OI', '10283457/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948186542', '000000161114547', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:13:23', '14/03/2025 18:13:23', '14/03/2025 18:13:23', '14/03/2025 18:13:23', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'OS :  RITM0795473-31 Cliente :', '0', '10283457/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', ' 279847-IPP-213', '', 'TAD', 'FMA', 'MG', 'FORMIGA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' SEMPRE ', ' 279847-IPP-213', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358733,"Esperava 91 colunas, encontrou 93","['OI', '10283457/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948186542', '000000161114547', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'VANIA LEONOR PEREIRA PRADO', 'Ativação', 'Validação Corporativo SP', 'TOP1', '2880', '14/03/2025 18:13:23', '18/03/2025 14:47:38', '14/03/2025 18:13:23', '18/03/2025 14:34:09', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Observações: OS : RITM0795473-', '0', '10283457/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', ' 279847-IPP-213', '', 'TAD', 'FMA', 'MG', 'FORMIGA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' SEMPRE ', ' 279847-IPP-213', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358734,"Esperava 91 colunas, encontrou 93","['OI', '10283457/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948186542', '000000161114547', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'RAFAEL DOS SANTOS PINTO', 'Ativação', 'PVT STAR 21 (CS)', 'TOP1', '2880', '14/03/2025 18:13:23', '18/03/2025 15:13:04', '18/03/2025 14:47:38', '18/03/2025 15:12:47', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Cir: 2469318', '0', '10283457/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', ' 279847-IPP-213', '', 'TAD', 'FMA', 'MG', 'FORMIGA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' SEMPRE ', ' 279847-IPP-213', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358735,"Esperava 91 colunas, encontrou 93","['OI', '10283457/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948186542', '000000161114547', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'PV Técnico EBT (CS)', 'TOP1', '2880', '14/03/2025 18:13:23', '18/03/2025 15:13:04', '18/03/2025 15:13:04', '18/03/2025 15:12:47', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para CHR', '0', '10283457/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', ' 279847-IPP-213', '', 'TAD', 'FMA', 'MG', 'FORMIGA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' SEMPRE ', ' 279847-IPP-213', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358736,"Esperava 91 colunas, encontrou 93","['OI', '10283457/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948186542', '000000161114547', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'FELIPE DE OLIVEIRA PAGNAN', 'Ativação', 'PV Técnico EBT (CS)', 'TOP1', '2880', '14/03/2025 18:13:23', '21/03/2025 15:59:58', '18/03/2025 15:13:04', '18/03/2025 15:12:47', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Solicitação atribuída para o G', '0', '10283457/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', ' 279847-IPP-213', '', 'TAD', 'FMA', 'MG', 'FORMIGA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' SEMPRE ', ' 279847-IPP-213', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358737,"Esperava 91 colunas, encontrou 93","['OI', '10283457/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948186542', '000000161114547', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'FELIPE DE OLIVEIRA PAGNAN', 'Ativação', 'PV Técnico EBT (CS)', 'TOP1', '2880', '14/03/2025 18:13:23', '21/03/2025 16:02:53', '21/03/2025 15:59:58', '21/03/2025 16:00:28', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Cancelamento Definitivo,  Soli', '0', '10283457/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', ' 279847-IPP-213', '', 'TAD', 'FMA', 'MG', 'FORMIGA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' SEMPRE ', ' 279847-IPP-213', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358738,"Esperava 91 colunas, encontrou 93","['OI', '10283457/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948186542', '000000161114547', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'FELIPE DE OLIVEIRA PAGNAN', 'Ativação', 'Cancelamento Centralizado', 'TOP1', '2880', '14/03/2025 18:13:23', '21/03/2025 16:06:38', '21/03/2025 16:02:53', '21/03/2025 16:03:36', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados EC,  Solicitação: Can', '0', '10283457/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', ' 279847-IPP-213', '', 'TAD', 'FMA', 'MG', 'FORMIGA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' SEMPRE ', ' 279847-IPP-213', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358739,"Esperava 91 colunas, encontrou 93","['OI', '10283457/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948186542', '000000161114547', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:13:23', '21/03/2025 16:06:38', '21/03/2025 16:06:38', '21/03/2025 16:03:36', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283457/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', ' 279847-IPP-213', '', 'TAD', 'FMA', 'MG', 'FORMIGA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' SEMPRE ', ' 279847-IPP-213', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358740,"Esperava 91 colunas, encontrou 93","['OI', '10283457/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948186542', '000000161114547', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:13:23', '', '21/03/2025 16:06:38', '21/03/2025 16:03:36', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283457/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', '', '', '1440', '60', '2880', '120', '0', '0,00', ' 279847-IPP-213', '', 'TAD', 'FMA', 'MG', 'FORMIGA', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' SEMPRE ', ' 279847-IPP-213', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358751,"Esperava 91 colunas, encontrou 93","['OI', '10283462/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948187948', '000000161114553', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:17:43', '14/03/2025 18:17:43', '14/03/2025 18:17:43', '14/03/2025 18:17:43', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'OS :  RITM0795473-128 Cliente ', '0', '10283462/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'SSP/IP/00781', '', 'TAD', 'SSP', 'MG', 'SAO SEBASTIAO DO PARAISO', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' SSP/IP/00781', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358752,"Esperava 91 colunas, encontrou 93","['OI', '10283462/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948187948', '000000161114553', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'GABRIELA SOARES DA SILVA', 'Ativação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 18:17:43', '20/03/2025 11:54:32', '14/03/2025 18:17:43', '20/03/2025 11:54:22', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados, Solicitação encaminh', '0', '10283462/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'SSP/IP/00781', '', 'TAD', 'SSP', 'MG', 'SAO SEBASTIAO DO PARAISO', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' SSP/IP/00781', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358753,"Esperava 91 colunas, encontrou 93","['OI', '10283462/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948187948', '000000161114553', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:17:43', '20/03/2025 11:54:32', '20/03/2025 11:54:32', '20/03/2025 11:54:22', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283462/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'SSP/IP/00781', '', 'TAD', 'SSP', 'MG', 'SAO SEBASTIAO DO PARAISO', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' SSP/IP/00781', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358754,"Esperava 91 colunas, encontrou 93","['OI', '10283462/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948187948', '000000161114553', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:17:43', '', '20/03/2025 11:54:32', '20/03/2025 11:54:22', '', '', '', '', 'SDW - CONECT.HIBRIDA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283462/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', '', '', '1440', '60', '2880', '120', '0', '0,00', 'SSP/IP/00781', '', 'TAD', 'SSP', 'MG', 'SAO SEBASTIAO DO PARAISO', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' SSP/IP/00781', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358787,"Esperava 91 colunas, encontrou 93","['OI', '10283469/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948190221', '000000161115959', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:25:23', '14/03/2025 18:25:23', '14/03/2025 18:25:23', '14/03/2025 18:25:23', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'OS :  RITM0795473-81 Cliente :', '0', '10283469/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'PAT/IP/00291', '', 'TAD', 'PAT', 'RJ', 'PARATI', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' PAT/IP/00291', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358788,"Esperava 91 colunas, encontrou 93","['OI', '10283469/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948190221', '000000161115959', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ADRIANO LUIS PERON', 'Ativação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 18:25:23', '19/03/2025 14:51:19', '14/03/2025 18:25:23', '19/03/2025 14:51:04', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados, Solicitação encaminh', '0', '10283469/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'PAT/IP/00291', '', 'TAD', 'PAT', 'RJ', 'PARATI', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' PAT/IP/00291', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358789,"Esperava 91 colunas, encontrou 93","['OI', '10283469/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948190221', '000000161115959', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:25:23', '19/03/2025 14:51:20', '19/03/2025 14:51:19', '19/03/2025 14:51:04', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283469/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'PAT/IP/00291', '', 'TAD', 'PAT', 'RJ', 'PARATI', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' PAT/IP/00291', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358790,"Esperava 91 colunas, encontrou 93","['OI', '10283469/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948190221', '000000161115959', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:25:23', '', '19/03/2025 14:51:20', '19/03/2025 14:51:04', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283469/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', '', '', '1440', '60', '2880', '120', '0', '0,00', 'PAT/IP/00291', '', 'TAD', 'PAT', 'RJ', 'PARATI', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' PAT/IP/00291', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358809,"Esperava 91 colunas, encontrou 93","['OI', '10283476/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948192437', '000000161116165', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:27:58', '14/03/2025 18:27:58', '14/03/2025 18:27:58', '14/03/2025 18:27:58', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'OS :  RITM0795473-236 Cliente ', '0', '10283476/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'SRQ/IP/00128', '', 'TAD', 'SRQ', 'SP', 'SANTA RITA DO PASSA QUATRO', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' SRQ/IP/00128', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358810,"Esperava 91 colunas, encontrou 93","['OI', '10283476/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948192437', '000000161116165', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ADRIANO LUIS PERON', 'Ativação', 'OE Técnica', 'TOP1', '2880', '14/03/2025 18:27:58', '19/03/2025 15:11:02', '14/03/2025 18:27:58', '19/03/2025 15:10:46', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Prezados, Solicitação encaminh', '0', '10283476/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'SRQ/IP/00128', '', 'TAD', 'SRQ', 'SP', 'SANTA RITA DO PASSA QUATRO', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' SRQ/IP/00128', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358811,"Esperava 91 colunas, encontrou 93","['OI', '10283476/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948192437', '000000161116165', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'ITP SISTEMA', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:27:58', '19/03/2025 15:11:02', '19/03/2025 15:11:02', '19/03/2025 15:10:46', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283476/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Atribuição     ', '', '1440', '60', '2880', '120', '0', '0,00', 'SRQ/IP/00128', '', 'TAD', 'SRQ', 'SP', 'SANTA RITA DO PASSA QUATRO', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' SRQ/IP/00128', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358812,"Esperava 91 colunas, encontrou 93","['OI', '10283476/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948192437', '000000161116165', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:27:58', '', '19/03/2025 15:11:02', '19/03/2025 15:10:46', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'Atribuição automática para F19', '0', '10283476/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', '', '', '1440', '60', '2880', '120', '0', '0,00', 'SRQ/IP/00128', '', 'TAD', 'SRQ', 'SP', 'SANTA RITA DO PASSA QUATRO', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' SRQ/IP/00128', '', '', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358827,"Esperava 91 colunas, encontrou 93","['OI', '10283484/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948192941', '000000161116010', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'MARCELO MAXIMO DE JESUS', 'Ativação', 'Planejamento - Telco', 'TOP1', '2880', '14/03/2025 18:30:54', '14/03/2025 18:30:54', '14/03/2025 18:30:54', '14/03/2025 18:30:54', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', 'OS :  RITM0795473-79 Cliente :', '0', '10283484/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'PMB/IP/00241', '', 'TAD', 'PMB', 'RS', 'PANAMBI', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' PMB/IP/00241', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
358828,"Esperava 91 colunas, encontrou 93","['OI', '10283484/25', 'Pendente       ', '', 'VES-3', 'BANCO BRADESCO S A                                     ', 'BRADESCO            ', '60746948192941', '000000161116010', 'Solicitação', 'Ativação', 'Ativação Corporativo SP', 'VANIA LEONOR PEREIRA PRADO', 'Ativação', 'Validação Corporativo SP', 'TOP1', '2880', '14/03/2025 18:30:54', '18/03/2025 09:17:58', '14/03/2025 18:30:54', '18/03/2025 09:11:00', '', '', '', '', 'SDW - CONECT.HIBRADA + SDWAN', 'F194773', '', '', '', '', '0', '113667', 'GIBARRO', '538995', 'Z075273', '', ' Observações: OS : RITM0795473', '0', '10283484/25', '2', '0', '0', 'Alexandre 0 0 ', '', '', '', 'CNPJ', 'LUTL', 'Encaminhamento ', '', '1440', '60', '2880', '120', '0', '0,00', 'PMB/IP/00241', '', 'TAD', 'PMB', 'RS', 'PANAMBI', '', 'F194773', 'Planejamento - Telco', 'OS :  RITM0795473', 'BLD ', ' EBT ', ' PMB/IP/00241', '', '0,00', '', '', '', '', '', '', '', '', '', '', 'N', '', '', '', '', '', '', '', '', '', '']"
